종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"344820","KCC글라스","KOSPI","비금속","24300","150","0.62","388083441600"
"009070","KCTC","KOSPI","운송·창고","4660","-5","-0.11","139800000000"
"009440","KC그린홀딩스","KOSPI","기타금융","756","0","0.00","17568790596"
"119650","KC코트렐","KOSPI","기계·장비","918","0","0.00","100782913662"
"092220","KEC","KOSPI","전기·전자","4045","-135","-3.23","162417380260"
"003620","KG모빌리티","KOSPI","운송장비·부품","3225","-30","-0.92","652659091200"
"016380","KG스틸","KOSPI","금속","5850","-260","-4.26","585052047450"
"001390","KG케미칼","KOSPI","화학","4700","-40","-0.84","315995241000"
"001940","KISCO홀딩스","KOSPI","금속","24350","0","0.00","345194853000"
"025000","KPX케미칼","KOSPI","화학","51300","0","0.00","224627771700"
"092230","KPX홀딩스","KOSPI","화학","82900","-200","-0.24","350223153400"
"000040","KR모터스","KOSPI","운송장비·부품","343","4","1.18","29626688112"
"044450","KSS해운","KOSPI","운송·창고","10060","-10","-0.10","232243952800"
"030200","KT","KOSPI","통신","55300","-1300","-2.30","13936799180500"
"033780","KT&G","KOSPI","음식료·담배","187200","2200","1.19","19433317363200"
"058850","KTcs","KOSPI","IT 서비스","2415","-30","-1.23","99991746750"
"058860","KTis","KOSPI","IT 서비스","2650","-40","-1.49","92225300000"
"093050","LF","KOSPI","섬유·의류","23800","200","0.85","695912000000"
"003550","LG","KOSPI","기타금융","112500","-1600","-1.40","17009100450000"
"034220","LG디스플레이","KOSPI","전기·전자","13770","-160","-1.15","6885000000000"
"051900","LG생활건강","KOSPI","화학","239500","-7000","-2.84","3586637758500"
"051905","LG생활건강우","KOSPI","화학","104300","-2700","-2.52","218639813700"
"064400","LG씨엔에스","KOSPI","IT 서비스","92400","-500","-0.54","8952261595200"
"373220","LG에너지솔루션","KOSPI","전기·전자","416000","5500","1.34","97344000000000"
"003555","LG우","KOSPI","기타금융","69500","-1200","-1.70","209278330500"
"032640","LG유플러스","KOSPI","통신","15600","-660","-4.06","6621072619200"
"011070","LG이노텍","KOSPI","전기·전자","1248000","12000","0.97","29536549536000"
"066570","LG전자","KOSPI","전기·전자","234500","500","0.21","38196447611000"
"066575","LG전자우","KOSPI","전기·전자","79600","-2400","-2.93","1367631400400"
"037560","LG헬로비전","KOSPI","오락·문화","2175","-50","-2.25","168446931375"
"051910","LG화학","KOSPI","화학","361000","-6500","-1.77","25483835823000"
"051915","LG화학우","KOSPI","화학","163600","-700","-0.43","1257887680000"
"079550","LIG디펜스앤에어로스페이스","KOSPI","금속","950000","-52000","-5.19","20900000000000"
"006260","LS","KOSPI","기타금융","433000","9000","2.12","13509600000000"
"010120","LS ELECTRIC","KOSPI","전기·전자","255000","-2500","-0.97","38250000000000"
"000680","LS네트웍스","KOSPI","유통","3200","-15","-0.47","252169651200"
"229640","LS에코에너지","KOSPI","기타금융","72000","5500","8.27","2204991288000"
"108320","LX세미콘","KOSPI","전기·전자","49200","-550","-1.11","800203560000"
"001120","LX인터내셔널","KOSPI","유통","39650","-2850","-6.71","1536834000000"
"108670","LX하우시스","KOSPI","화학","34100","-800","-2.29","305797547000"
"108675","LX하우시스우","KOSPI","화학","16710","-240","-1.42","17250234300"
"383800","LX홀딩스","KOSPI","기타금융","8140","-80","-0.97","620924816600"
"38380K","LX홀딩스1우","KOSPI","기타금융","8060","60","0.75","11810197100"
"023150","MH에탄올","KOSPI","음식료·담배","4310","-70","-1.60","31801447060"
"035420","NAVER","KOSPI","IT 서비스","243500","1500","0.62","38202147158000"
"036570","NC","KOSPI","IT 서비스","266500","5500","2.11","5741481863000"
"181710","NHN","KOSPI","IT 서비스","38900","200","0.52","1274097107100"
"400760","NH올원리츠","KOSPI","부동산","3095","30","0.98","170006106125"
"005940","NH투자증권","KOSPI","증권","32350","-500","-1.52","11527740337150"
"005945","NH투자증권우","KOSPI","증권","25100","-200","-0.79","473661296800"
"338100","NH프라임리츠","KOSPI","부동산","3850","120","3.22","71841000000"
"034310","NICE","KOSPI","일반서비스","12080","-90","-0.74","444026456560"
"030190","NICE평가정보","KOSPI","IT 서비스","14460","-220","-1.50","851860680420"
"008260","NI스틸","KOSPI","금속","3145","25","0.80","89947367965"
"004250","NPC","KOSPI","화학","3160","25","0.80","116035200000"
"004255","NPC우","KOSPI","화학","2065","0","0.00","10903200000"
"456040","OCI","KOSPI","화학","107700","1100","1.03","964183711500"
"010060","OCI홀딩스","KOSPI","기타금융","299500","-18500","-5.82","5591734484000"
"178920","PI첨단소재","KOSPI","화학","23350","-150","-0.64","685703618700"
"001340","PKC","KOSPI","화학","5990","-170","-2.76","269718253110"
"005490","POSCO홀딩스","KOSPI","금속","384500","-5500","-1.41","30468367131500"
"010950","S-Oil","KOSPI","화학","109800","-4300","-3.77","12361590561600"
"010955","S-Oil우","KOSPI","화학","57100","-800","-1.38","229652031700"
"034120","SBS","KOSPI","오락·문화","12930","60","0.47","239867507340"
"003080","SB성보","KOSPI","화학","2270","20","0.89","45445400000"
"005090","SGC에너지","KOSPI","전기·가스","56300","-200","-0.35","811245447900"
"001380","SG글로벌","KOSPI","운송장비·부품","1503","-2","-0.13","33790552713"
"004060","SG세계물산","KOSPI","유통","2965","-15","-0.50","60019000640"
"001770","SHD","KOSPI","금속","13060","-30","-0.23","15866306680"
"002360","SH에너지화학","KOSPI","화학","1998","-22","-1.09","22204519254"
"009160","SIMPAC","KOSPI","금속","4560","40","0.88","298091614080"
"033530","SJG세종","KOSPI","운송장비·부품","7000","-230","-3.18","194746727000"
"123700","SJM","KOSPI","운송장비·부품","3390","25","0.74","52900604220"
"025530","SJM홀딩스","KOSPI","유통","3560","-80","-2.20","53165068480"
"034730","SK","KOSPI","기타금융","708000","35000","5.20","51331913724000"
"011790","SKC","KOSPI","화학","142400","-2200","-1.52","7062797635200"
"018670","SK가스","KOSPI","유통","221500","-9500","-4.11","2050479546000"
"001740","SK네트웍스","KOSPI","유통","11880","-120","-1.00","2383055401320"
"006120","SK디스커버리","KOSPI","기타금융","47250","-100","-0.21","822799734750"
"006125","SK디스커버리우","KOSPI","기타금융","38850","-400","-1.02","47851739250"
"210980","SK디앤디","KOSPI","부동산","11660","40","0.34","217078674120"
"395400","SK리츠","KOSPI","부동산","5880","50","0.86","1769983605600"
"302440","SK바이오사이언스","KOSPI","제약","41150","1150","2.88","3228487155950"
"326030","SK바이오팜","KOSPI","일반서비스","90400","1700","1.92","7079517800000"
"402340","SK스퀘어","KOSPI","기타금융","1596000","95000","6.33","210605584056000"
"361610","SK아이이테크놀로지","KOSPI","전기·전자","19340","-650","-3.25","1581762514000"
"100090","SK오션플랜트","KOSPI","금속","19670","-1780","-8.30","1228944797430"
"03473K","SK우","KOSPI","기타금융","435000","16000","3.82","246268725000"
"096770","SK이노베이션","KOSPI","화학","109000","-3500","-3.11","18426753892000"
"096775","SK이노베이션우","KOSPI","화학","63700","-1100","-1.70","79524736200"
"475150","SK이터닉스","KOSPI","건설","52400","-3400","-6.09","1785111009600"
"001510","SK증권","KOSPI","증권","3160","-40","-1.25","730892468600"
"001515","SK증권우","KOSPI","증권","5350","-300","-5.31","10465974950"
"285130","SK케미칼","KOSPI","화학","45750","-950","-2.03","791418544500"
"28513K","SK케미칼우","KOSPI","화학","23100","-250","-1.07","48866409900"
"017670","SK텔레콤","KOSPI","통신","99000","-1100","-1.10","21264215247000"
"000660","SK하이닉스","KOSPI","전기·전자","2521000","139000","5.84","1796722662165000"
"003570","SNT다이내믹스","KOSPI","운송장비·부품","45300","-1250","-2.69","1506347174100"
"064960","SNT모티브","KOSPI","운송장비·부품","30850","150","0.49","818767391200"
"100840","SNT에너지","KOSPI","기계·장비","37550","800","2.18","776563401650"
"036530","SNT홀딩스","KOSPI","기타금융","52400","-100","-0.19","854323626400"
"000390","SP삼화","KOSPI","화학","6780","160","2.42","184439519820"
"011810","STX","KOSPI","유통","3530","0","0.00","109493282310"
"465770","STX그린로지스","KOSPI","운송·창고","2675","10","0.38","19182510600"
"077970","STX엔진","KOSPI","기계·장비","37750","2150","6.04","1515589378250"
"002820","SUN&L","KOSPI","화학","1983","-52","-2.56","25001642187"
"002170","SYTS","KOSPI","섬유·의류","54000","-1200","-2.17","162000000000"
"084870","TBH글로벌","KOSPI","섬유·의류","1847","-27","-1.44","37786398832"
"002710","TCC스틸","KOSPI","금속","13530","380","2.89","354671320410"
"069260","TKG휴켐스","KOSPI","화학","17290","580","3.47","706790786520"
"007980","TP","KOSPI","섬유·의류","1838","-1","-0.05","86197329300"
"002900","TYM","KOSPI","기계·장비","6730","-10","-0.15","278622000000"
"024070","WISCOM","KOSPI","화학","1914","0","0.00","29334802332"
"037270","YG PLUS","KOSPI","IT 서비스","3925","65","1.68","249877706750"
"139130","iM금융지주","KOSPI","기타금융","17820","-290","-1.60","2862330069060"
"000500","가온전선","KOSPI","전기·전자","341000","78500","29.90","5641202215000"
"000860","강남제비스코","KOSPI","화학","13500","100","0.75","175500000000"
"035250","강원랜드","KOSPI","오락·문화","15540","-630","-3.90","3324635370000"
"011420","갤럭시아에스엠","KOSPI","오락·문화","1430","0","0.00","39395990920"
"002100","경농","KOSPI","화학","9380","-20","-0.21","183121753500"
"009450","경동나비엔","KOSPI","전기·전자","73000","400","0.55","1063507216000"
"267290","경동도시가스","KOSPI","전기·가스","20000","-400","-1.96","117908120000"
"012320","경동인베스트","KOSPI","기타금융","51300","900","1.79","121325679900"
"000050","경방","KOSPI","유통","8790","90","1.03","240980223300"
"214390","경보제약","KOSPI","제약","5580","90","1.64","133400278800"
"012610","경인양행","KOSPI","화학","4210","0","0.00","175204896650"
"009140","경인전자","KOSPI","전기·전자","27500","150","0.55","43196917500"
"013580","계룡건설","KOSPI","건설","20600","-550","-2.60","183976684200"
"012200","계양전기","KOSPI","기계·장비","6220","20","0.32","169325996380"
"012205","계양전기우","KOSPI","기계·장비","9460","140","1.50","11059487340"
"002140","고려산업","KOSPI","음식료·담배","2005","10","0.50","50003547125"
"010130","고려아연","KOSPI","금속","1261000","-32000","-2.47","26320813909000"
"002240","고려제강","KOSPI","금속","19790","60","0.30","534330000000"
"009290","광동제약","KOSPI","제약","6210","-80","-1.27","309256807680"
"017040","광명전기","KOSPI","전기·전자","932","0","0.00","40390657180"
"017900","광전자","KOSPI","전기·전자","10240","-470","-4.39","593344133120"
"037710","광주신세계","KOSPI","유통","37000","-350","-0.94","282205364000"
"030610","교보증권","KOSPI","증권","11300","-210","-1.82","1287781459300"
"339770","교촌에프앤비","KOSPI","유통","4060","0","0.00","202858224800"
"007690","국도화학","KOSPI","화학","37150","300","0.81","344039908800"
"002720","국제약품","KOSPI","제약","3630","70","1.97","76810190160"
"083420","그린케미칼","KOSPI","화학","4875","75","1.56","117000000000"
"014530","극동유화","KOSPI","화학","3275","0","0.00","114197350500"
"014280","금강공업","KOSPI","금속","4590","-80","-1.71","134621748630"
"014285","금강공업우","KOSPI","금속","6350","230","3.76","3745706250"
"008870","금비","KOSPI","비금속","40350","-550","-1.34","40350000000"
"001570","금양","KOSPI","화학","9900","0","0.00","633275240400"
"002990","금호건설","KOSPI","건설","4225","-130","-2.99","157423390150"
"002995","금호건설우","KOSPI","건설","12950","-40","-0.31","3784844700"
"011780","금호석유화학","KOSPI","화학","135400","3500","2.65","3406301805000"
"011785","금호석유화학우","KOSPI","화학","54800","-200","-0.36","165687032800"
"214330","금호에이치티","KOSPI","운송장비·부품","2555","0","0.00","53434909745"
"001210","금호전기","KOSPI","전기·전자","524","16","3.15","32425163492"
"073240","금호타이어","KOSPI","화학","4990","-100","-1.96","1433428832130"
"092440","기신정기","KOSPI","기계·장비","2010","33","1.67","58692000000"
"000270","기아","KOSPI","운송장비·부품","166300","-3900","-2.29","64925681567400"
"024110","기업은행","KOSPI","은행","22450","-650","-2.81","17902210759050"
"013700","까뮤이앤씨","KOSPI","건설","1183","-4","-0.34","70685231890"
"004540","깨끗한나라","KOSPI","종이·목재","1597","18","1.14","59473386721"
"004545","깨끗한나라우","KOSPI","종이·목재","8600","200","2.38","3148976000"
"001260","남광토건","KOSPI","건설","8700","340","4.07","85543376400"
"008350","남선알미늄","KOSPI","금속","1266","0","0.00","163414127940"
"008355","남선알미우","KOSPI","금속","10230","160","1.59","3149714700"
"004270","남성","KOSPI","유통","6980","-50","-0.71","25276087680"
"003920","남양유업","KOSPI","음식료·담배","43050","-950","-2.16","258300000000"
"003925","남양유업우","KOSPI","음식료·담배","34350","350","1.03","68700000000"
"025860","남해화학","KOSPI","화학","6530","0","0.00","324402844790"
"005720","넥센","KOSPI","화학","6750","100","1.50","354671844750"
"005725","넥센우","KOSPI","화학","4465","-5","-0.11","16076679000"
"002350","넥센타이어","KOSPI","화학","7390","-50","-0.67","721765611030"
"002355","넥센타이어1우B","KOSPI","화학","4100","-25","-0.61","26650000000"
"092790","넥스틸","KOSPI","금속","16080","1240","8.36","418112160000"
"251270","넷마블","KOSPI","IT 서비스","41650","-150","-0.36","3412574882150"
"090350","노루페인트","KOSPI","화학","7940","-30","-0.38","158800000000"
"090355","노루페인트우","KOSPI","화학","11250","360","3.31","5210167500"
"000320","노루홀딩스","KOSPI","기타금융","18080","180","1.01","240304010080"
"000325","노루홀딩스우","KOSPI","기타금융","27300","200","0.74","6649160700"
"006280","녹십자","KOSPI","제약","131100","1100","0.85","1532105131800"
"005250","녹십자홀딩스","KOSPI","일반서비스","11730","50","0.43","551640903300"
"005257","녹십자홀딩스2우","KOSPI","일반서비스","20500","-600","-2.84","17342795000"
"004370","농심","KOSPI","음식료·담배","368000","-4000","-1.08","2238412256000"
"072710","농심홀딩스","KOSPI","기타금융","93900","-300","-0.32","435488481000"
"058730","다스코","KOSPI","금속","2790","10","0.36","55655536590"
"030210","다올투자증권","KOSPI","증권","3670","-35","-0.94","223543759020"
"023590","다우기술","KOSPI","IT 서비스","38850","-2000","-4.90","1681712071200"
"145210","다이나믹디자인","KOSPI","기계·장비","224","0","0.00","9461013632"
"483650","달바글로벌","KOSPI","화학","205500","11500","5.93","2562413407500"
"019680","대교","KOSPI","일반서비스","1105","-33","-2.90","93596649250"
"019685","대교우B","KOSPI","일반서비스","706","4","0.57","13715454940"
"006370","대구백화점","KOSPI","유통","4540","-30","-0.66","49130113940"
"008060","대덕","KOSPI","기타금융","21400","300","1.42","669543897200"
"00806K","대덕1우","KOSPI","기타금융","12720","80","0.63","15421181040"
"353200","대덕전자","KOSPI","전기·전자","174200","4300","2.53","8608428335000"
"35320K","대덕전자1우","KOSPI","전기·전자","37300","400","1.08","78162858700"
"000490","대동","KOSPI","기계·장비","8210","-30","-0.36","236668561650"
"005750","대림바스","KOSPI","비금속","4550","5","0.11","75494692000"
"006570","대림통상","KOSPI","금속","1936","-34","-1.73","29475600000"
"001680","대상","KOSPI","음식료·담배","18440","-280","-1.50","638909581000"
"001685","대상우","KOSPI","음식료·담배","14780","30","0.20","20251895940"
"084690","대상홀딩스","KOSPI","기타금융","8350","-40","-0.48","302374692300"
"084695","대상홀딩스우","KOSPI","기타금융","12900","-120","-0.92","11783917800"
"128820","대성산업","KOSPI","유통","5130","-140","-2.66","232058002140"
"117580","대성에너지","KOSPI","전기·가스","7090","-30","-0.42","194975000000"
"016710","대성홀딩스","KOSPI","일반서비스","7290","-130","-1.75","117292156110"
"0030R0","대신밸류리츠","KOSPI","기타금융","4030","95","2.41","240913400000"
"003540","대신증권","KOSPI","증권","30500","-750","-2.40","1501202771500"
"003547","대신증권2우B","KOSPI","증권","20150","-250","-1.23","197537159950"
"003545","대신증권우","KOSPI","증권","20850","-250","-1.18","525246256950"
"009190","대양금속","KOSPI","금속","1808","-97","-5.09","79527185200"
"014160","대영포장","KOSPI","종이·목재","836","2","0.24","90617842964"
"047040","대우건설","KOSPI","건설","24800","-2650","-9.65","10190509422400"
"003090","대웅","KOSPI","제약","18710","150","0.81","1087836445800"
"069620","대웅제약","KOSPI","제약","123500","800","0.65","1430942012500"
"000430","대원강업","KOSPI","운송장비·부품","5080","50","0.99","314960000000"
"006340","대원전선","KOSPI","전기·전자","12330","1180","10.58","966849749280"
"006345","대원전선우","KOSPI","전기·전자","15700","3620","29.97","41152840000"
"003220","대원제약","KOSPI","제약","9030","-50","-0.55","202521074490"
"024890","대원화성","KOSPI","화학","3035","185","6.49","25038234050"
"012800","대창","KOSPI","금속","1318","-17","-1.27","120123177682"
"015230","대창단조","KOSPI","운송장비·부품","6320","70","1.12","171547678400"
"001070","대한방직","KOSPI","섬유·의류","5990","-40","-0.66","31747000000"
"006650","대한유화","KOSPI","화학","136900","-1900","-1.37","889850000000"
"001440","대한전선","KOSPI","전기·전자","41150","450","1.11","8065095325400"
"084010","대한제강","KOSPI","금속","9000","280","3.21","309344364000"
"001790","대한제당","KOSPI","음식료·담배","2455","-15","-0.61","211723901325"
"001795","대한제당우","KOSPI","음식료·담배","2150","5","0.23","13937934000"
"001130","대한제분","KOSPI","음식료·담배","11910","-20","-0.17","201279000000"
"439260","대한조선","KOSPI","운송장비·부품","64900","200","0.31","2471958577000"
"003490","대한항공","KOSPI","운송·창고","28800","-500","-1.71","10604755036800"
"003495","대한항공우","KOSPI","운송·창고","22800","0","0.00","25326103200"
"005880","대한해운","KOSPI","운송·창고","2110","-15","-0.71","680996887400"
"003830","대한화섬","KOSPI","화학","115000","100","0.09","152720000000"
"016090","대현","KOSPI","섬유·의류","1562","-10","-0.64","69168968220"
"069460","대호에이엘","KOSPI","금속","2660","0","0.00","46322277400"
"475560","더본코리아","KOSPI","유통","16010","-110","-0.68","237395799700"
"192080","더블유게임즈","KOSPI","IT 서비스","68900","500","0.73","1458851945200"
"012510","더존비즈온","KOSPI","IT 서비스","120000","0","0.00","3494865960000"
"004830","덕성","KOSPI","화학","3715","0","0.00","58251200000"
"004835","덕성우","KOSPI","화학","5100","-70","-1.35","7099200000"
"145720","덴티움","KOSPI","의료·정밀기기","46050","50","0.11","397130180550"
"002150","도화엔지니어링","KOSPI","일반서비스","5500","-180","-3.17","185460000000"
"460850","동국씨엠","KOSPI","금속","5380","20","0.37","160854769280"
"460860","동국제강","KOSPI","금속","10090","-30","-0.30","500544891530"
"001230","동국홀딩스","KOSPI","기타금융","2090","70","3.47","325011124350"
"023450","동남합성","KOSPI","화학","29000","300","1.05","101500000000"
"004140","동방","KOSPI","운송·창고","2065","-20","-0.96","99061696790"
"007590","동방아그로","KOSPI","화학","5840","10","0.17","79526649680"
"005960","동부건설","KOSPI","건설","6600","-110","-1.64","151447975800"
"005965","동부건설우","KOSPI","건설","17120","-230","-1.33","3864531840"
"026960","동서","KOSPI","유통","25300","-500","-1.94","2522410000000"
"002210","동성제약","KOSPI","제약","973","0","0.00","94010780311"
"102260","동성케미컬","KOSPI","화학","3940","-25","-0.63","199638188540"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","84100","-1800","-2.10","566205520700"
"170900","동아에스티","KOSPI","제약","37250","700","1.92","362361257750"
"028100","동아지질","KOSPI","건설","16800","110","0.66","224943633600"
"001520","동양","KOSPI","비금속","586","-38","-6.09","139868860918"
"001527","동양2우B","KOSPI","비금속","7200","-160","-2.17","3445696800"
"084670","동양고속","KOSPI","운송·창고","35450","-1000","-2.74","102647921050"
"082640","동양생명","KOSPI","보험","8000","-140","-1.72","1248500648000"
"001525","동양우","KOSPI","비금속","4655","-145","-3.02","2875537805"
"018500","동원금속","KOSPI","운송장비·부품","1645","-45","-2.66","76911864785"
"006040","동원산업","KOSPI","기타금융","33950","-400","-1.16","1498580805050"
"030720","동원수산","KOSPI","농업, 임업 및 어업","6010","-60","-0.99","27969368050"
"014820","동원시스템즈","KOSPI","화학","21450","-250","-1.15","621862998900"
"014825","동원시스템즈우","KOSPI","화학","14480","300","2.12","3824327280"
"111380","동인기연","KOSPI","섬유·의류","13060","-110","-0.84","80031680000"
"163560","동일고무벨트","KOSPI","화학","6520","-10","-0.15","90628000000"
"004890","동일산업","KOSPI","금속","36350","200","0.55","88156565250"
"002690","동일제강","KOSPI","금속","1420","-19","-1.32","28826511200"
"000020","동화약품","KOSPI","제약","5330","-40","-0.74","148874735100"
"000150","두산","KOSPI","전기·전자","1624000","-75000","-4.41","26298788040000"
"000157","두산2우B","KOSPI","전기·전자","438000","-13000","-2.88","391150644000"
"454910","두산로보틱스","KOSPI","기계·장비","106200","-2800","-2.57","6883881876000"
"241560","두산밥캣","KOSPI","기계·장비","66000","-3100","-4.49","6326500290000"
"034020","두산에너빌리티","KOSPI","기계·장비","103200","-100","-0.10","66105910267200"
"000155","두산우","KOSPI","전기·전자","552000","-29000","-4.99","2206047024000"
"336260","두산퓨얼셀","KOSPI","전기·전자","76500","-1600","-2.05","5010270039000"
"33626K","두산퓨얼셀1우","KOSPI","전기·전자","8470","-70","-0.82","113194774000"
"33626L","두산퓨얼셀2우B","KOSPI","전기·전자","9310","-160","-1.69","27802453000"
"016740","두올","KOSPI","운송장비·부품","4370","-15","-0.34","125305484880"
"192650","드림텍","KOSPI","전기·전자","5800","-460","-7.35","400050354200"
"024090","디씨엠","KOSPI","금속","11070","-70","-0.63","126198000000"
"003160","디아이","KOSPI","의료·정밀기기","29300","450","1.56","829190000000"
"092200","디아이씨","KOSPI","운송장비·부품","7620","-290","-3.67","296330895780"
"377190","디앤디플랫폼리츠","KOSPI","부동산","2005","11","0.55","177242000000"
"013570","디와이","KOSPI","기타금융","4120","-35","-0.84","108436887960"
"024900","디와이덕양","KOSPI","운송장비·부품","1960","9","0.46","63827360800"
